message,label
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",nonspam
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",nonspam
Kinda. First one gets in at twelve! Aah. Speak tomo,nonspam
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",spam
Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,nonspam
Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,nonspam
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,nonspam
I wont touch you with out your permission.,nonspam
Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL,spam
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",nonspam
Take some small dose tablet for fever,nonspam
Oh. U must have taken your REAL Valentine out shopping first.,nonspam
"Just sent you an email – to an address with incomm in it, is that right?",nonspam
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",nonspam
"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",nonspam
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",nonspam
I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,nonspam
Why you keeping me away like this,nonspam
I think its far more than that but find out. Check google maps for a place from your dorm.,nonspam
My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,nonspam
Have you always been saying welp?,nonspam
"I'm a guy, browsin is compulsory",nonspam
Ok...,nonspam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,nonspam
"Sorry, I'll call later",nonspam
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",nonspam
"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea",nonspam
I told your number to gautham..,nonspam
Tell them no need to investigate about me anywhere.,nonspam
Ok i juz receive..,nonspam
"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",nonspam
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",spam
In the end she might still vomit but its okay. Not everything will come out.,nonspam
How are you with moneY...as in to you...money aint a thing....how are you sha!,nonspam
It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c,nonspam
Hey gals.. Anyone of u going down to e driving centre tmr?,nonspam
I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,nonspam
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,nonspam
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",nonspam
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam
Host-based IDPS for linux systems.,nonspam
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",spam
Don no da:)whats you plan?,nonspam
Ill be there on  &lt;#&gt;  ok.,nonspam
Oh my God. I'm almost home,nonspam
Total video converter free download type this in google search:),nonspam
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",nonspam
Sounds like something that someone testing me would sayy,nonspam
When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,nonspam
"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",nonspam
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,nonspam
"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",nonspam
Hows the champ just leaving glasgow!,nonspam
K:)all the best:)congrats...,nonspam
I wonder if you'll get this text?,nonspam
I need to come home and give you some good lovin...,nonspam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam
Shall i ask one thing if you dont mistake me.,nonspam
Check wid corect speling i.e. Sarcasm,nonspam
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam
Are you angry with me. What happen dear,nonspam
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,nonspam
Yup ok thanx...,nonspam
Hi:)cts employee how are you?,nonspam
Pls pls find out from aunt nike.,nonspam
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you",nonspam
No screaming means shouting..,nonspam
Hey what happen de. Are you alright.,nonspam
Should I have picked up a receipt or something earlier,nonspam
I think chennai well settled?,nonspam
Oh dang! I didn't mean o send that to you! Lol!,nonspam
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,nonspam
Horrible bf... I now v hungry...,nonspam
Remember on that day..,nonspam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!,nonspam
All sounds good. Fingers . Makes it difficult to type,nonspam
Midnight at the earliest,nonspam
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,nonspam
K come to nordstrom when you're done,nonspam
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,nonspam
Now press conference da:),nonspam
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam
After completed degree. There is no use in joining finance.,nonspam
"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?",nonspam
Shant disturb u anymore... Jia you...,nonspam
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,nonspam
"Me, i dont know again oh",nonspam
Dude sux for snake. He got old and raiden got buff,nonspam
He says hi and to get your ass back to south tampa (preferably at a kegger),nonspam
In e msg jus now. U said thanks for gift.,nonspam
U too...,nonspam
Ok how you dear. Did you call chechi,nonspam
Yeah we do totes. When u wanna?,nonspam
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,nonspam
Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),nonspam
Wat r u doing?,nonspam
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,nonspam
"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",nonspam
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",nonspam
Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,nonspam
Dude just saw a parked car with its sunroof popped up. Sux,nonspam
Get ready to put on your excellent sub face :),nonspam
Tmrw. Im finishing 9 doors,nonspam
"The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.",nonspam
I am late. I will be there at,nonspam
"whatever, im pretty pissed off.",nonspam
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,nonspam
I dont have that much image in class.,nonspam
No:-)i got rumour that you going to buy apartment in chennai:-),nonspam
Near kalainar tv office.thenampet,nonspam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam
My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.,nonspam
"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",nonspam
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,nonspam
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",nonspam
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,nonspam
"Why is that, princess? I bet the brothas are all chasing you!",nonspam
"I shall book chez jules for half eight, if that's ok with you?",nonspam
Hhahhaahahah rofl wtf nig was leonardo in your room or something,nonspam
"Yep, at derek's house now, see you Sunday &lt;3",nonspam
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",nonspam
"Sorry, I'll call later",nonspam
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,nonspam
There are no other charges after transfer charges and you can withdraw anyhow you like,nonspam
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",nonspam
